codigo_postal,Income_Range,V_PROFESSION_CD,V_SEX,N_COLL_SCHOLARSHIP_LEVEL,EDAD,ID,AGEB
54190,3,2.0,1.0,4,26,757,235-1
55360,4,2.0,2.0,4,35,758,289-4
22126,2,6.0,1.0,4,26,759,524-5
31000,2,24.0,1.0,5,22,760,332-3
54740,3,6.0,1.0,5,30,761,022-9
2720,3,6.0,1.0,5,51,762,044-9
15510,2,6.0,1.0,3,24,764,013-6
55070,2,24.0,1.0,3,31,765,391-A
54467,2,6.0,2.0,1,47,766,112-6
55430,1,6.0,1.0,2,25,768,036-6
42150,1,2.0,1.0,2,28,769,027-3
7440,1,2.0,2.0,3,63,770,117-1
55120,4,15.0,1.0,4,25,771,045-5
14250,3,6.0,1.0,5,30,772,143-9
56607,4,2.0,1.0,5,38,773,214-4
96000,2,6.0,1.0,4,24,774,032-3
22124,4,6.0,2.0,5,27,775,668-6
7240,3,24.0,1.0,5,25,776,319-7
76750,1,6.0,2.0,3,22,777,010-8
70300,3,6.0,1.0,3,27,778,045-8
15510,2,6.0,1.0,5,23,780,013-6
29047,1,20.0,1.0,4,60,782,073-4
58120,1,2.0,1.0,2,25,784,119-8
54140,2,6.0,1.0,3,24,785,037-4
58147,3,15.0,1.0,2,54,786,481-1
55069,3,2.0,1.0,5,25,787,275-2
83288,4,5.0,1.0,6,33,788,873-9
33870,6,6.0,2.0,4,24,790,105-1
42050,4,25.0,1.0,5,28,792,090-4
35079,4,2.0,1.0,5,61,793,084-2
31350,3,5.0,1.0,5,27,796,328-7
93600,2,9.0,1.0,5,25,797,068-A
57130,3,6.0,2.0,5,33,798,016-8
33980,3,6.0,2.0,3,31,799,138-5
40580,2,9.0,1.0,5,27,800,019-5
37210,2,6.0,1.0,3,23,801,415-0
7900,3,5.0,2.0,3,26,802,248-5
32280,5,6.0,1.0,2,52,803,161-1
40015,2,6.0,1.0,2,32,804,130-8
54474,2,9.0,2.0,5,28,805,070-0
56530,3,6.0,1.0,3,36,806,091-9
29950,3,32.0,,0,53,808,199-1
80040,2,7.0,2.0,5,38,809,629-1
56525,2,6.0,1.0,5,30,811,094-2
52927,2,2.0,1.0,5,27,812,034-4
55120,2,20.0,2.0,5,66,813,051-0
2459,3,24.0,2.0,3,27,815,027-5
11800,2,6.0,2.0,5,30,817,122-6
48290,3,1.0,1.0,3,32,819,193-6
78140,4,6.0,1.0,5,24,820,017-2
9960,4,2.0,2.0,5,28,821,540-8
55620,2,6.0,2.0,3,25,823,040-A
9620,1,6.0,1.0,4,30,824,262-A
39700,2,1.0,1.0,3,25,828,557-1
52975,3,6.0,1.0,5,25,829,136-1
42730,4,7.0,1.0,2,22,830,006-7
39715,1,5.0,1.0,3,23,831,309-6
53780,6,4.0,2.0,5,36,832,087-0
55760,3,24.0,1.0,5,23,834,017-0
20303,4,2.0,1.0,4,23,836,006-6
4640,4,6.0,1.0,5,23,837,085-5
54100,1,5.0,1.0,3,59,838,060-3
83600,4,15.0,1.0,3,21,840,144-3
32690,3,20.0,1.0,4,49,841,185-7
4200,4,2.0,1.0,5,25,842,019-8
81110,1,5.0,2.0,5,25,845,214-2
13200,3,24.0,1.0,5,24,846,127-2
13220,2,6.0,1.0,3,23,847,062-6
9220,4,20.0,1.0,2,64,848,014-4
50940,4,6.0,1.0,5,26,849,048-4
6820,4,6.0,2.0,5,30,850,106-A
91698,4,2.0,1.0,5,37,852,230-3
25096,2,1.0,1.0,3,30,854,513-0
54414,3,6.0,1.0,5,27,855,013-2
50225,2,6.0,2.0,3,25,857,248-3
76180,4,6.0,1.0,5,25,858,095-8
62780,4,24.0,2.0,5,24,859,004-5
55740,3,6.0,1.0,2,24,860,032-5
36970,2,6.0,1.0,3,29,861,023-7
38020,4,24.0,2.0,5,27,864,112-0
38240,2,6.0,1.0,2,31,865,029-2
28984,3,6.0,1.0,4,37,866,049-A
55710,2,6.0,2.0,5,53,867,010-3
31134,3,6.0,1.0,5,22,868,183-A
4369,1,7.0,2.0,3,43,869,062-4
80349,2,26.0,1.0,5,26,870,116-4
58140,2,2.0,2.0,5,24,871,240-6
14400,2,26.0,1.0,2,49,872,162-1
42855,4,8.0,2.0,5,25,873,038-5
22890,3,6.0,2.0,2,24,875,750-2
22254,2,6.0,2.0,3,25,876,600-8
37480,3,6.0,1.0,5,36,877,250-6
9680,4,28.0,1.0,5,31,878,327-6
88730,2,6.0,2.0,2,24,879,377-A
62778,3,6.0,1.0,3,26,880,022-4
77710,4,6.0,1.0,5,28,882,004-8
57000,1,7.0,1.0,3,32,883,204-1
80090,2,5.0,2.0,5,29,884,344-1
62780,1,6.0,1.0,5,33,885,004-5
56577,2,7.0,1.0,3,23,886,062-2
55745,3,6.0,1.0,3,25,887,078-7
50228,2,27.0,1.0,2,22,888,357-0
62554,3,7.0,1.0,5,32,889,023-0
70610,4,6.0,1.0,5,30,890,052-5
42765,2,9.0,2.0,3,27,891,043-5
56560,5,2.0,1.0,5,60,892,105-2
56346,3,1.0,1.0,5,31,894,030-4
45609,2,6.0,1.0,4,22,895,255-5
11560,4,1.0,1.0,8,33,896,076-4
56334,5,9.0,1.0,5,28,897,125-1
61940,4,35.0,1.0,8,32,898,049-4
57140,3,13.0,1.0,5,28,900,018-7
9000,3,5.0,1.0,5,38,902,075-0
1140,2,9.0,1.0,3,24,903,011-6
16080,3,8.0,1.0,5,37,904,111-6
1000,2,6.0,2.0,2,26,905,112-9
13360,4,8.0,1.0,5,31,906,138-0
55540,3,9.0,2.0,5,27,907,353-4
56618,3,6.0,1.0,4,41,908,112-0
52773,3,6.0,1.0,5,27,909,070-2
53790,4,6.0,1.0,5,57,911,095-5
55120,5,9.0,1.0,5,28,912,061-4
22253,2,6.0,1.0,4,23,913,808-0
72490,4,6.0,1.0,5,45,914,604-0
53228,2,2.0,1.0,5,22,915,211-4
76134,2,6.0,1.0,3,23,916,222-5
68050,3,2.0,2.0,5,31,917,209-4
55130,3,2.0,1.0,5,24,918,281-8
54958,3,6.0,2.0,3,35,919,163-1
54880,4,6.0,1.0,3,26,920,007-2
94295,1,6.0,1.0,3,21,921,013-A
8930,3,9.0,1.0,3,27,922,080-4
9960,2,4.0,1.0,5,28,924,540-8
88740,1,6.0,1.0,4,52,926,351-5
13319,3,6.0,1.0,5,29,928,059-4
53790,2,6.0,1.0,2,22,929,159-7
30520,3,2.0,1.0,3,62,931,044-1
54010,1,6.0,1.0,4,27,932,230-9
54730,3,6.0,1.0,2,24,933,026-7
38500,2,6.0,2.0,2,35,934,028-1
52600,4,6.0,1.0,5,28,936,023-0
1840,2,28.0,1.0,5,26,937,205-7
2020,2,6.0,2.0,5,54,938,033-0
35029,2,6.0,1.0,5,24,939,226-6
81290,2,6.0,2.0,3,47,940,043-6
57520,3,26.0,2.0,5,33,943,092-9
22245,3,24.0,1.0,3,25,944,459-0
57730,2,2.0,2.0,5,24,945,122-1
7310,2,26.0,2.0,5,22,948,284-1
55010,3,24.0,1.0,5,31,949,445-8
54090,3,2.0,1.0,3,53,950,106-7
7090,2,6.0,2.0,5,25,952,264-4
55880,3,9.0,1.0,5,30,953,017-7
9608,2,2.0,1.0,5,24,955,257-9
55055,2,5.0,1.0,5,24,957,249-A
76220,3,6.0,1.0,2,22,958,370-2
96386,1,6.0,1.0,2,24,959,091-3
66056,1,5.0,1.0,5,24,960,067-9
7540,3,6.0,1.0,5,27,961,333-7
57200,2,5.0,2.0,4,32,962,034-6
57310,3,2.0,1.0,5,28,964,044-A
55070,3,26.0,1.0,3,25,966,388-8
76805,2,2.0,2.0,3,31,967,121-7
1000,2,2.0,1.0,5,24,970,112-9
42090,3,22.0,2.0,5,26,972,159-9
11230,4,37.0,1.0,5,25,974,010-5
3300,4,2.0,2.0,5,28,975,099-0
8100,1,7.0,1.0,4,29,976,117-9
65550,1,24.0,1.0,5,52,978,004-4
50265,5,6.0,2.0,5,34,980,296-2
22206,2,6.0,2.0,1,54,981,429-A
85098,1,6.0,2.0,5,29,982,128-1
1260,4,5.0,1.0,5,31,984,146-8
66649,4,6.0,1.0,5,24,985,036-7
50160,4,33.0,1.0,5,29,988,089-6
9638,4,2.0,1.0,3,28,990,483-8
68000,2,6.0,1.0,3,30,991,101-A
67190,2,6.0,2.0,5,27,992,284-5
6350,1,6.0,1.0,2,23,993,050-2
55764,4,7.0,1.0,2,29,994,055-6
54190,6,2.0,1.0,5,38,995,118-A
9698,2,6.0,1.0,3,26,996,529-1
86760,2,6.0,1.0,5,28,997,054-8
34225,3,6.0,1.0,2,23,998,445-0
9180,2,6.0,1.0,5,25,999,115-7
54929,2,7.0,2.0,3,30,1001,089-8
9200,2,6.0,2.0,5,22,1002,473-4
20287,1,24.0,1.0,5,28,1003,221-0
22640,4,2.0,1.0,5,29,1004,348-4
6450,3,6.0,1.0,5,25,1005,018-4
14200,4,2.0,1.0,4,32,1006,082-0
7510,3,9.0,1.0,5,31,1008,314-4
55614,3,6.0,1.0,3,24,1009,060-7
9630,3,20.0,1.0,2,68,1011,297-3
93220,3,6.0,1.0,1,36,1012,054-A
56589,3,36.0,2.0,4,31,1013,206-5
55050,2,5.0,1.0,2,39,1014,211-2
6600,3,6.0,2.0,5,28,1015,095-A
66470,2,20.0,2.0,4,63,1016,078-6
45640,2,6.0,2.0,4,30,1017,272-1
68000,2,6.0,1.0,5,33,1018,101-A
52757,4,32.0,2.0,5,29,1019,003-3
67110,3,6.0,1.0,5,29,1020,025-1
52915,3,2.0,2.0,6,34,1021,138-0
45110,2,5.0,2.0,3,21,1022,291-4
37548,3,35.0,1.0,3,29,1023,320-3
45520,2,6.0,2.0,3,46,1024,150-4
44960,3,5.0,1.0,5,23,1025,543-6
32677,3,5.0,1.0,5,24,1027,446-1
6760,2,32.0,1.0,5,30,1028,144-5
56530,2,2.0,1.0,4,23,1029,094-2
96370,3,6.0,2.0,5,26,1030,017-6
51367,2,2.0,1.0,5,23,1031,062-8
53650,1,2.0,2.0,5,56,1033,208-2
77500,3,6.0,1.0,4,26,1034,011-6
96536,3,9.0,1.0,5,23,1035,146-6
94542,3,6.0,1.0,4,23,1036,077-3
13540,3,6.0,2.0,3,38,1037,100-3
65550,2,6.0,2.0,3,24,1038,014-8
66056,5,2.0,1.0,5,37,1039,097-A
9670,1,1.0,1.0,2,34,1040,558-8
80240,2,6.0,1.0,3,23,1041,346-0
43000,4,9.0,2.0,5,23,1043,061-5
47910,2,6.0,1.0,2,27,1044,038-4
73080,1,2.0,1.0,5,28,1045,033-0
57000,4,5.0,1.0,5,27,1046,204-1
41100,2,7.0,1.0,5,28,1047,060-6
56334,3,36.0,1.0,4,32,1050,125-1
54980,3,6.0,2.0,3,24,1053,057-0
89490,3,10.0,2.0,5,44,1055,102-7
51355,4,32.0,2.0,5,27,1056,068-5
6100,6,2.0,2.0,5,42,1057,119-7
56300,3,16.0,1.0,5,40,1060,014-2
50850,4,24.0,1.0,5,26,1061,007-0
38040,4,27.0,1.0,5,27,1062,108-4
6820,3,4.0,1.0,5,37,1063,106-A
52170,4,6.0,1.0,5,26,1064,097-2
36100,2,6.0,2.0,2,32,1065,008-5
43998,2,2.0,1.0,5,27,1066,024-9
9910,3,1.0,1.0,5,29,1067,389-7
68274,4,6.0,1.0,5,29,1068,212-6
4100,3,36.0,2.0,5,30,1069,003-7
31184,3,1.0,1.0,3,24,1071,874-8
16020,4,6.0,1.0,5,27,1072,006-7
7910,3,2.0,1.0,5,29,1073,192-8
3800,3,21.0,2.0,5,23,1076,018-7
55029,2,6.0,1.0,4,25,1077,451-3
37306,4,24.0,1.0,5,32,1078,156-5
86650,1,6.0,1.0,4,37,1079,049-1
4600,4,6.0,2.0,5,31,1080,100-1
9800,2,6.0,1.0,6,52,1083,382-5
9360,2,6.0,1.0,5,27,1085,124-6
62747,3,1.0,1.0,5,24,1086,035-3
54745,2,6.0,2.0,4,41,1087,211-7
22245,2,6.0,2.0,2,28,1088,773-5
55450,6,20.0,2.0,4,60,1089,041-7
66646,3,5.0,1.0,3,35,1092,262-6
7410,3,36.0,2.0,5,25,1094,082-6
57180,2,26.0,2.0,1,45,1095,186-1
85080,3,6.0,1.0,5,29,1097,106-5
55717,4,6.0,1.0,5,26,1098,014-1
53000,4,6.0,1.0,5,27,1100,146-A
86500,2,6.0,1.0,5,27,1101,116-3
11230,2,6.0,1.0,5,22,1102,010-5
53650,2,6.0,2.0,4,46,1104,208-2
54030,4,9.0,1.0,5,30,1105,187-0
54980,2,1.0,1.0,5,23,1106,057-0
7700,4,8.0,2.0,5,54,1108,048-9
11800,3,2.0,1.0,5,23,1109,120-7
22207,4,25.0,1.0,3,25,1111,228-9
62250,5,2.0,1.0,3,50,1112,016-8
57000,3,6.0,1.0,5,24,1113,079-3
56300,1,7.0,2.0,2,34,1114,023-1
2860,3,6.0,2.0,5,28,1115,106-1
8400,2,2.0,2.0,4,61,1116,029-3
83600,4,5.0,1.0,5,22,1117,144-3
37357,4,6.0,1.0,5,29,1119,527-1
6300,4,2.0,1.0,5,40,1120,063-A
31064,2,5.0,1.0,5,23,1121,567-3
54407,2,6.0,1.0,2,23,1122,121-5
55716,3,6.0,1.0,5,25,1123,054-6
44330,2,6.0,1.0,4,22,1124,485-1
56606,5,6.0,2.0,5,32,1125,185-6
36557,3,6.0,1.0,3,22,1126,153-6
54040,4,6.0,1.0,5,50,1127,051-4
6400,4,27.0,1.0,5,39,1129,049-A
71567,3,13.0,2.0,1,39,1130,002-4
7890,3,5.0,2.0,4,34,1132,221-6
54900,3,2.0,1.0,5,27,1133,035-1
54720,3,6.0,2.0,4,36,1134,196-0
15900,4,2.0,1.0,3,43,1136,144-A
50170,3,6.0,2.0,3,35,1137,333-5
53660,2,24.0,1.0,5,22,1139,032-A
57710,2,6.0,1.0,3,23,1141,083-A
50160,2,2.0,1.0,3,30,1142,089-6
29000,2,6.0,1.0,4,27,1143,090-8
52177,4,6.0,1.0,5,29,1144,089-8
68020,3,6.0,2.0,4,35,1146,058-1
52777,3,6.0,1.0,5,25,1147,006-4
2500,4,6.0,1.0,5,27,1148,089-6
14160,4,2.0,1.0,5,33,1149,136-9
52104,3,6.0,1.0,4,23,1150,036-3
6820,2,1.0,1.0,5,28,1153,106-A
22237,2,24.0,2.0,4,46,1154,458-6
22244,3,9.0,2.0,5,26,1155,597-4
52140,3,6.0,2.0,5,25,1156,070-3
52060,4,2.0,1.0,4,54,1157,005-8
54930,3,6.0,1.0,5,31,1158,022-4
38271,2,5.0,1.0,4,22,1159,006-0
37470,1,6.0,1.0,5,27,1160,187-0
40030,4,28.0,1.0,5,26,1161,209-6
54760,2,6.0,2.0,5,34,1162,159-A
56363,4,5.0,1.0,2,30,1163,009-4
53490,2,6.0,1.0,3,39,1164,152-5
55060,2,6.0,1.0,3,23,1166,463-6
37545,1,6.0,1.0,4,24,1167,236-6
55764,4,6.0,2.0,5,25,1169,051-8
31940,1,6.0,2.0,4,27,1170,141-A
68258,2,6.0,2.0,5,26,1171,009-9
22183,3,24.0,1.0,3,26,1172,285-7
53950,2,6.0,1.0,5,25,1174,051-2
55269,3,2.0,2.0,6,56,1175,180-5
66478,3,9.0,1.0,3,38,1176,158-7
38500,2,9.0,2.0,5,23,1177,013-5
43629,2,6.0,1.0,2,28,1178,106-9
57710,3,26.0,2.0,3,23,1180,083-A
1490,1,2.0,1.0,5,26,1182,063-3
86500,3,6.0,1.0,2,35,1183,116-3
7280,3,28.0,1.0,2,24,1185,282-2
29045,3,6.0,1.0,4,24,1186,302-9
14250,4,9.0,2.0,5,34,1187,143-9
55064,3,6.0,1.0,5,25,1188,390-5
98833,4,32.0,2.0,3,29,1189,012-5
91000,6,4.0,1.0,5,26,1192,015-A
94500,1,6.0,1.0,5,22,1193,006-3
9640,3,6.0,1.0,2,26,1195,325-7
29030,4,2.0,1.0,3,33,1196,267-5
9210,2,6.0,2.0,3,32,1197,003-6
80050,2,32.0,2.0,3,26,1198,666-2
53340,3,24.0,1.0,5,23,1199,134-7
9000,1,26.0,1.0,5,23,1200,073-1
52777,2,2.0,1.0,3,22,1201,006-4
61940,3,6.0,1.0,5,30,1202,049-4
85098,2,9.0,2.0,3,25,1203,140-2
7230,1,7.0,2.0,2,25,1204,018-8
56030,4,2.0,1.0,3,51,1205,003-1
14390,2,24.0,1.0,5,23,1208,047-9
52929,3,6.0,1.0,4,29,1209,155-4
55120,3,6.0,1.0,3,23,1210,045-5
27087,4,32.0,2.0,5,33,1211,336-1
27297,2,2.0,2.0,5,38,1213,344-6
1650,2,6.0,2.0,4,24,1216,166-5
93400,2,6.0,1.0,3,24,1218,125-7
44800,4,26.0,2.0,5,33,1219,228-7
32695,3,6.0,1.0,5,30,1221,684-3
16020,3,6.0,1.0,5,48,1222,006-7
54950,2,5.0,1.0,2,70,1223,155-7
30350,2,2.0,2.0,3,43,1224,013-0
62553,1,6.0,1.0,2,36,1225,119-2
54948,1,20.0,2.0,2,55,1226,151-9
6500,4,6.0,2.0,5,28,1228,083-7
27085,4,5.0,2.0,5,28,1230,136-5
71232,2,6.0,1.0,3,30,1231,058-6
45640,2,6.0,1.0,5,38,1232,137-1
21387,2,7.0,1.0,5,21,1233,652-0
64790,4,6.0,1.0,5,27,1234,227-5
67117,4,6.0,2.0,5,24,1235,181-3
13270,3,24.0,1.0,3,25,1236,128-7
44300,2,9.0,1.0,6,26,1237,379-8
7800,2,2.0,2.0,5,23,1238,127-5
8500,4,9.0,1.0,5,38,1239,033-A
54060,4,8.0,1.0,5,26,1240,189-A
6800,3,6.0,2.0,5,25,1241,115-9
50020,6,6.0,1.0,5,35,1242,267-6
4330,4,21.0,1.0,5,24,1243,029-1
56420,3,6.0,2.0,4,22,1244,014-3
50290,4,37.0,2.0,5,59,1247,070-1
56340,2,4.0,1.0,6,25,1249,126-6
31000,4,5.0,1.0,5,40,1250,331-9
62410,1,6.0,1.0,3,30,1254,026-1
5000,3,5.0,1.0,5,23,1256,009-1
62980,3,2.0,2.0,5,49,1257,017-0
50800,3,32.0,2.0,5,52,1258,008-A
50900,4,32.0,2.0,6,31,1259,049-9
88777,4,6.0,1.0,3,23,1260,250-2
54477,2,6.0,2.0,3,23,1261,056-0
3020,2,9.0,1.0,5,42,1262,042-0
50290,2,6.0,2.0,5,53,1263,163-A
58880,1,6.0,1.0,5,46,1264,016-1
55760,4,6.0,1.0,2,35,1265,017-0
50290,3,6.0,1.0,5,55,1267,163-A
55767,4,32.0,2.0,5,32,1268,097-A
39715,3,4.0,1.0,5,31,1269,505-4
50290,4,32.0,1.0,5,50,1270,163-A
38500,3,4.0,1.0,3,22,1271,026-2
57000,4,6.0,1.0,5,30,1272,204-1
56563,3,6.0,2.0,5,29,1273,116-0
15900,6,2.0,1.0,5,31,1277,142-0
84080,2,7.0,1.0,4,42,1279,036-0
3810,2,2.0,1.0,5,24,1280,037-A
45221,4,2.0,1.0,5,28,1281,471-3
50900,3,9.0,1.0,4,27,1282,049-9
27900,4,9.0,2.0,5,32,1285,055-A
60300,4,36.0,1.0,5,28,1286,037-5
52176,3,6.0,2.0,3,30,1287,111-4
1800,1,1.0,1.0,5,43,1288,176-9
52000,4,2.0,1.0,2,62,1289,027-5
22500,2,6.0,1.0,6,22,1291,744-9
9430,3,6.0,1.0,3,25,1293,033-7
97203,4,24.0,1.0,6,22,1294,374-6
14050,2,9.0,1.0,5,26,1296,039-4
42088,4,6.0,1.0,5,26,1297,257-8
56600,4,2.0,1.0,5,38,1298,209-3
57120,1,5.0,1.0,5,34,1300,014-9
71240,3,2.0,2.0,4,28,1301,010-9
9230,3,24.0,1.0,3,22,1303,525-3
9910,7,5.0,1.0,5,41,1304,391-4
64720,2,24.0,1.0,4,20,1305,465-7
10400,3,15.0,1.0,5,23,1306,019-4
54900,2,6.0,1.0,1,24,1307,035-1
44700,1,6.0,1.0,2,23,1308,050-5
41500,1,20.0,1.0,2,61,1309,010-A
91726,2,24.0,1.0,4,35,1312,223-3
79610,2,9.0,1.0,5,49,1313,042-1
9800,2,9.0,1.0,3,23,1314,401-A
67140,4,6.0,1.0,5,24,1315,152-7
57180,3,6.0,1.0,2,32,1317,186-1
45650,2,7.0,2.0,3,22,1318,128-2
20196,3,6.0,2.0,3,26,1320,360-9
36260,3,6.0,1.0,3,22,1321,098-0
56030,3,4.0,1.0,5,25,1322,010-1
9510,2,1.0,1.0,5,28,1323,112-3
1460,4,5.0,2.0,5,32,1324,051-0
84623,2,6.0,2.0,4,42,1325,038-4
7200,4,2.0,1.0,5,44,1326,020-5
56577,4,9.0,2.0,5,36,1327,106-7
60950,4,32.0,2.0,5,27,1328,093-4
4000,3,5.0,2.0,5,22,1330,013-0
57000,3,2.0,1.0,5,29,1331,204-1
1410,2,7.0,1.0,2,42,1332,047-4
16780,4,6.0,1.0,5,24,1333,087-0
50210,3,6.0,2.0,3,26,1334,305-3
55070,4,2.0,1.0,5,33,1335,391-A
32696,4,1.0,1.0,5,29,1336,252-0
55020,2,2.0,1.0,5,29,1339,301-7
55880,7,5.0,1.0,5,27,1340,017-7
36576,2,9.0,2.0,5,27,1341,090-9
42083,2,10.0,2.0,5,61,1342,237-0
4480,3,6.0,1.0,5,27,1344,177-9
43900,4,2.0,2.0,3,35,1346,018-6
50235,2,6.0,1.0,4,47,1348,118-4
54753,3,7.0,2.0,2,37,1350,194-1
98540,2,6.0,1.0,4,35,1351,030-1
62390,2,15.0,1.0,4,31,1352,111-3
6300,3,6.0,2.0,5,25,1354,052-1
35000,2,4.0,1.0,6,46,1356,013-2
34000,2,1.0,2.0,3,60,1357,025-0
22170,3,24.0,1.0,2,25,1358,612-0
71220,3,9.0,1.0,5,32,1359,009-8
40580,1,6.0,2.0,4,29,1361,019-5
55717,1,6.0,2.0,5,27,1362,014-1
39030,5,10.0,2.0,5,60,1364,156-5
91240,4,1.0,2.0,5,26,1366,016-4
56330,4,9.0,1.0,5,31,1368,003-7
32590,2,5.0,1.0,3,60,1369,264-3
9780,1,26.0,1.0,5,27,1370,199-4
86220,4,24.0,2.0,5,24,1371,026-2
54714,2,6.0,1.0,5,29,1372,013-A
31146,2,8.0,1.0,5,25,1374,585-1
54680,3,1.0,2.0,5,25,1375,005-5
68000,2,6.0,1.0,1,40,1376,095-2
9180,2,6.0,1.0,3,20,1377,249-4
6400,3,6.0,1.0,3,22,1379,055-5
25060,2,25.0,1.0,4,23,1381,279-5
66050,3,5.0,1.0,5,23,1383,092-7
51200,2,7.0,1.0,3,25,1384,023-A
31210,3,5.0,2.0,5,28,1388,493-8
44950,3,2.0,1.0,5,24,1390,333-6
55540,2,6.0,1.0,3,56,1391,480-A
56130,4,6.0,1.0,6,34,1393,083-2
83488,3,1.0,2.0,2,53,1394,214-1
6030,2,2.0,2.0,2,25,1395,072-9
84086,2,6.0,1.0,5,25,1396,102-A
51900,3,6.0,2.0,5,29,1399,009-3
84093,4,6.0,1.0,4,46,1402,042-6
76147,3,6.0,2.0,5,29,1403,391-4
16200,4,6.0,2.0,5,29,1404,038-7
56343,2,2.0,1.0,3,29,1405,061-A
9800,3,2.0,1.0,5,37,1406,177-8
91190,2,1.0,1.0,5,28,1407,081-7
91637,3,1.0,1.0,5,26,1408,040-0
25298,3,6.0,1.0,4,23,1410,383-A
9300,2,2.0,1.0,5,27,1411,056-8
29090,3,2.0,2.0,4,56,1412,180-2
55790,4,13.0,1.0,5,50,1413,015-0
7670,2,32.0,1.0,5,27,1414,040-2
54725,4,32.0,2.0,5,27,1417,130-1
8200,3,6.0,2.0,4,23,1418,023-6
60950,5,6.0,1.0,5,25,1419,094-9
9850,3,1.0,1.0,5,27,1420,588-9
54930,2,2.0,1.0,3,41,1422,117-1
42500,3,9.0,2.0,4,30,1423,034-9
4100,4,9.0,2.0,5,29,1424,003-7
11430,3,8.0,2.0,5,33,1425,037-4
39860,4,6.0,1.0,5,30,1426,287-8
22170,3,5.0,2.0,5,26,1427,599-3
7550,6,17.0,1.0,5,19,1428,153-8
97246,4,5.0,1.0,5,25,1429,416-1
97780,2,32.0,1.0,5,24,1431,065-0
82198,3,1.0,2.0,5,25,1433,130-0
9240,2,2.0,1.0,5,22,1434,101-5
42090,1,6.0,1.0,5,28,1436,159-9
97320,2,6.0,1.0,5,25,1437,079-A
97000,6,2.0,1.0,5,26,1438,050-6
97285,2,6.0,1.0,5,25,1439,642-0
97000,4,24.0,1.0,6,25,1440,050-6
97000,3,5.0,1.0,5,29,1441,050-6
8300,2,6.0,1.0,5,23,1442,025-5
97880,2,32.0,1.0,5,26,1444,047-8
55310,3,2.0,1.0,5,33,1445,316-3
91000,2,8.0,1.0,5,28,1446,015-A
7410,4,6.0,2.0,5,32,1447,268-2
42300,3,6.0,1.0,2,38,1448,020-4
3700,3,6.0,1.0,3,24,1449,054-3
37207,2,6.0,2.0,3,22,1450,398-5
86280,3,6.0,1.0,2,37,1451,100-7
54960,2,6.0,1.0,1,54,1455,022-7
55070,3,6.0,2.0,5,28,1457,157-6
45640,2,6.0,2.0,2,23,1458,213-4
94240,2,9.0,1.0,3,22,1459,021-2
57710,3,6.0,1.0,5,22,1463,083-A
32599,3,8.0,2.0,5,25,1464,775-2
45580,3,6.0,1.0,5,26,1465,281-8
6400,3,6.0,2.0,6,31,1466,049-A
50080,5,9.0,2.0,5,31,1467,043-4
77500,2,24.0,2.0,5,25,1468,064-8
54766,1,1.0,2.0,5,27,1469,142-4
51355,3,24.0,2.0,4,31,1470,068-5
53227,4,6.0,1.0,5,30,1471,060-1
43800,3,13.0,1.0,5,23,1472,022-8
89365,2,6.0,2.0,5,33,1474,134-9
57300,6,6.0,1.0,5,28,1478,050-5
39906,2,6.0,1.0,2,42,1479,605-2
37295,1,2.0,1.0,4,20,1481,329-4
55717,4,9.0,1.0,3,22,1482,078-1
52280,4,2.0,2.0,5,60,1484,004-1
7570,3,6.0,2.0,5,28,1485,203-8
38130,2,6.0,2.0,5,35,1486,181-1
45020,4,24.0,1.0,5,27,1487,242-0
9700,1,5.0,2.0,5,22,1489,572-8
52105,5,2.0,1.0,3,25,1491,013-2
56606,5,2.0,1.0,5,30,1492,185-6
70000,4,32.0,1.0,6,34,1493,080-4
44960,2,6.0,1.0,5,27,1494,543-6
2020,3,2.0,2.0,5,26,1496,033-0
32180,2,6.0,1.0,4,25,1497,700-4
38010,3,5.0,1.0,4,22,1498,094-0
22654,3,10.0,2.0,4,24,1499,752-3
15000,4,2.0,2.0,6,26,1500,126-1
52760,6,2.0,1.0,5,30,1501,058-1
64480,3,5.0,1.0,5,52,1502,120-5
55767,3,21.0,1.0,5,22,1503,028-9
73220,3,6.0,1.0,5,24,1504,006-8
43900,3,6.0,1.0,5,29,1508,018-6
38030,2,6.0,2.0,5,26,1509,043-8
9180,2,6.0,2.0,3,30,1510,371-7
31384,2,5.0,1.0,5,29,1511,815-0
97238,2,28.0,2.0,5,29,1512,180-5
7780,1,1.0,2.0,5,26,1513,172-0
9100,4,6.0,2.0,5,29,1514,361-3
62765,2,2.0,2.0,4,25,1515,018-4
76246,4,6.0,1.0,6,30,1516,020-8
55070,3,8.0,2.0,5,24,1517,388-8
85190,1,22.0,2.0,3,38,1518,302-3
90780,4,6.0,1.0,5,34,1520,010-2
39200,3,32.0,1.0,5,28,1521,041-3
13200,3,6.0,1.0,5,22,1522,127-2
72430,4,29.0,1.0,4,37,1523,073-2
32159,2,24.0,1.0,5,24,1524,474-3
80194,2,6.0,2.0,5,23,1526,688-9
83296,3,6.0,1.0,5,27,1527,790-4
52147,3,6.0,1.0,3,27,1528,041-7
32575,2,2.0,2.0,3,22,1529,768-2
29730,2,13.0,1.0,5,24,1531,004-5
4340,1,6.0,1.0,2,36,1532,036-1
68100,2,6.0,2.0,3,33,1533,153-7
7550,3,2.0,1.0,5,29,1534,168-4
7550,2,1.0,1.0,5,30,1535,168-4
