codigo_postal,Income_Range,V_PROFESSION_CD,V_SEX,N_COLL_SCHOLARSHIP_LEVEL,EDAD,ID,AGEB
58147,4,24.0,1.0,5,31,14875,346-1
63780,3,6.0,2.0,5,67,14879,017-4
38400,2,6.0,1.0,5,33,14880,056-4
1140,1,6.0,2.0,4,42,14881,006-5
86035,4,4.0,2.0,8,36,14882,158-1
51200,2,6.0,1.0,5,34,14883,010-2
5260,5,4.0,2.0,6,33,14884,030-1
6780,5,2.0,1.0,3,41,14885,148-3
55260,1,6.0,2.0,4,33,14886,097-2
94740,2,37.0,1.0,5,29,14887,021-2
2010,1,1.0,1.0,5,38,14888,032-6
55600,4,2.0,1.0,5,37,14889,053-7
1298,3,6.0,2.0,5,28,14890,158-0
31123,2,20.0,1.0,4,61,14891,400-1
97320,3,,2.0,4,42,14892,077-0
42820,1,6.0,2.0,2,52,14893,067-A
92510,3,9.0,2.0,5,43,14896,027-9
54680,3,6.0,1.0,3,44,14898,017-8
54954,6,6.0,1.0,3,35,14899,064-8
56530,2,20.0,2.0,1,63,14900,094-2
54020,3,6.0,1.0,5,36,14901,152-7
67250,1,20.0,1.0,5,57,14902,014-3
56585,6,6.0,1.0,4,46,14903,144-2
91000,3,2.0,2.0,3,35,14904,015-A
86460,4,31.0,1.0,5,57,14905,084-1
95870,4,27.0,1.0,4,42,14909,026-A
93400,5,9.0,2.0,5,42,14910,075-7
58130,3,32.0,1.0,5,44,14911,025-5
24154,6,6.0,2.0,5,42,14912,132-9
31050,4,5.0,1.0,4,54,14913,380-2
25710,4,6.0,2.0,5,42,14914,073-7
45645,3,6.0,1.0,5,38,14915,121-0
47728,2,6.0,2.0,1,39,14918,090-4
54960,3,9.0,1.0,2,49,14920,022-7
42080,2,5.0,2.0,5,38,14921,038-9
91270,2,2.0,1.0,5,47,14922,034-7
27000,4,9.0,1.0,4,39,14923,017-4
72560,1,5.0,2.0,3,35,14924,212-2
66350,3,13.0,1.0,5,46,14925,026-3
96740,6,6.0,2.0,5,40,14926,117-9
80054,6,2.0,1.0,5,50,14927,432-7
29010,2,6.0,1.0,5,28,14928,113-0
55070,3,6.0,1.0,3,44,14930,472-5
42186,4,6.0,1.0,5,53,14931,153-7
56641,3,6.0,2.0,3,32,14933,223-3
29140,4,6.0,1.0,3,32,14936,043-6
14100,3,1.0,1.0,2,51,14937,061-9
14250,2,27.0,1.0,2,40,14938,219-3
77500,4,6.0,1.0,5,35,14939,011-6
7910,4,2.0,2.0,5,49,14940,197-0
56530,4,6.0,2.0,5,37,14941,091-9
11430,3,24.0,1.0,4,35,14942,025-1
85210,3,6.0,2.0,2,66,14943,086-6
42184,3,24.0,1.0,5,38,14944,116-6
15310,7,2.0,1.0,4,46,14945,004-7
20263,2,24.0,1.0,3,44,14946,264-9
8500,2,6.0,2.0,5,28,14947,018-5
15530,6,2.0,1.0,5,54,14948,045-6
54960,2,26.0,1.0,2,28,14949,059-A
2650,2,9.0,1.0,3,29,14951,038-3
9060,2,9.0,2.0,4,30,14952,069-5
37680,2,6.0,2.0,3,35,14953,370-1
85210,3,6.0,1.0,2,48,14954,311-2
53660,3,27.0,1.0,5,32,14955,032-A
34200,2,2.0,2.0,5,37,14956,228-0
38400,2,6.0,2.0,1,50,14957,048-A
53696,3,24.0,1.0,5,28,14958,182-6
43400,4,9.0,2.0,5,37,14959,003-7
56600,3,6.0,2.0,4,38,14960,177-1
37306,3,6.0,1.0,5,28,14961,156-5
55030,2,1.0,2.0,3,38,14962,486-7
56343,4,13.0,1.0,5,36,14963,096-1
15830,2,24.0,1.0,5,26,14964,131-2
42186,3,6.0,2.0,5,30,14966,124-0
89603,3,2.0,1.0,5,47,14967,157-4
52080,6,6.0,1.0,5,56,14968,022-2
81890,1,6.0,1.0,4,52,14969,062-8
7410,3,9.0,1.0,5,28,14970,268-2
7860,3,6.0,2.0,4,28,14971,206-1
43000,4,2.0,2.0,4,54,14972,044-1
55210,4,13.0,1.0,3,38,14973,086-4
9820,2,4.0,1.0,5,36,14974,120-8
56346,2,2.0,2.0,6,48,14975,030-4
7420,3,6.0,1.0,4,27,14976,102-5
30350,1,6.0,1.0,3,43,14977,013-0
54715,2,6.0,2.0,5,31,14979,126-5
52176,4,4.0,1.0,5,32,14980,111-4
67110,3,1.0,1.0,4,29,14981,025-1
56246,3,6.0,1.0,4,49,14982,051-2
44260,6,6.0,1.0,5,33,14983,066-6
40030,4,6.0,1.0,5,38,14984,191-4
53490,7,2.0,1.0,5,30,14986,173-7
56530,3,6.0,1.0,5,37,14988,091-9
41100,3,2.0,1.0,3,50,14989,035-8
8000,2,6.0,1.0,5,29,14990,072-A
57400,4,2.0,2.0,3,29,14991,066-6
50450,2,32.0,2.0,5,30,14992,042-6
94390,3,5.0,1.0,5,30,14993,025-1
1430,4,2.0,2.0,3,48,14994,068-6
13450,3,6.0,1.0,4,47,14995,013-2
87089,3,6.0,1.0,2,48,14996,053-9
52159,1,6.0,2.0,4,40,14997,083-0
7170,2,6.0,1.0,3,37,14999,275-2
15000,3,6.0,1.0,4,46,15000,118-7
2400,4,2.0,2.0,5,44,15002,100-4
55269,1,20.0,1.0,5,66,15004,180-5
55720,2,6.0,1.0,5,30,15007,021-1
56623,3,26.0,1.0,3,44,15009,107-6
52140,1,6.0,2.0,4,29,15010,025-8
62790,2,6.0,1.0,5,55,15013,059-6
54890,7,6.0,1.0,4,41,15014,033-5
54880,2,36.0,2.0,5,45,15015,007-2
41603,2,32.0,2.0,5,42,15017,066-9
54740,2,6.0,1.0,5,34,15019,022-9
48300,3,6.0,1.0,5,28,15020,168-8
1210,4,6.0,1.0,4,35,15021,029-6
7020,4,26.0,1.0,5,39,15022,142-A
13360,4,24.0,1.0,3,44,15023,145-0
52947,3,6.0,1.0,8,31,15024,102-2
55650,7,8.0,1.0,5,53,15025,017-3
37549,3,6.0,1.0,3,32,15026,234-7
56515,6,9.0,1.0,5,31,15027,114-1
2800,3,6.0,1.0,5,29,15028,083-9
55418,3,7.0,1.0,2,50,15030,337-5
58230,2,2.0,1.0,6,30,15031,033-A
54650,5,6.0,1.0,3,33,15032,033-5
54477,4,6.0,1.0,5,47,15033,056-0
2980,2,2.0,1.0,5,55,15034,077-3
54948,2,2.0,2.0,4,47,15035,151-9
56580,2,6.0,2.0,5,42,15036,131-5
83106,3,2.0,2.0,5,24,15037,325-9
42184,1,1.0,2.0,3,29,15038,132-5
9870,3,6.0,1.0,4,29,15039,186-7
85000,4,6.0,1.0,5,24,15040,074-3
53840,6,6.0,1.0,5,38,15041,227-5
54710,4,6.0,1.0,5,25,15042,239-0
1290,1,6.0,1.0,3,26,15043,196-6
54926,2,6.0,2.0,3,30,15044,102-5
52149,2,9.0,2.0,3,45,15045,035-1
45600,3,2.0,2.0,3,56,15046,315-9
54933,3,20.0,2.0,3,61,15047,093-4
55710,4,16.0,2.0,5,29,15049,015-6
1120,4,5.0,2.0,5,34,15050,005-0
7918,4,6.0,1.0,5,27,15051,200-4
62583,4,2.0,2.0,3,30,15053,026-5
52147,4,6.0,1.0,3,28,15054,041-7
7700,3,2.0,2.0,5,62,15056,337-5
50220,3,6.0,1.0,3,30,15057,269-5
31510,4,2.0,1.0,5,70,15058,069-7
55050,1,20.0,2.0,3,60,15059,005-0
42300,6,6.0,1.0,5,40,15060,020-4
50150,2,1.0,2.0,5,36,15061,046-8
93260,2,5.0,1.0,5,33,15062,020-0
30187,1,6.0,1.0,2,50,15063,056-4
55660,3,20.0,2.0,1,70,15067,021-5
56516,2,6.0,2.0,4,40,15068,132-A
58160,2,4.0,1.0,3,45,15069,252-9
42730,4,31.0,1.0,4,49,15070,006-7
52910,3,6.0,1.0,5,28,15071,128-7
54680,3,2.0,2.0,3,37,15072,017-8
50060,2,4.0,2.0,5,36,15074,040-0
31137,2,22.0,2.0,3,29,15076,673-7
56618,3,6.0,1.0,5,38,15077,112-0
1740,1,2.0,1.0,3,33,15078,182-4
54190,3,7.0,1.0,4,33,15079,235-1
25290,6,2.0,1.0,6,50,15080,517-9
44360,3,7.0,1.0,4,48,15081,137-8
62748,3,5.0,1.0,5,37,15082,102-7
45160,3,2.0,1.0,5,27,15083,419-8
88283,4,7.0,1.0,3,32,15084,311-0
57710,3,1.0,1.0,5,41,15085,083-A
39610,2,6.0,2.0,5,29,15086,230-8
9830,2,5.0,2.0,3,31,15087,383-A
53717,2,1.0,1.0,5,45,15088,241-5
1000,2,6.0,2.0,4,40,15089,120-3
45412,2,20.0,1.0,1,61,15091,037-8
22500,4,6.0,1.0,6,31,15093,744-9
66490,4,6.0,1.0,3,61,15095,071-4
96536,2,22.0,2.0,3,46,15097,107-6
62748,2,35.0,2.0,2,31,15098,102-7
22526,2,6.0,1.0,3,30,15099,631-3
7050,3,6.0,2.0,8,27,15101,145-3
42000,2,,2.0,4,72,15102,013-9
52080,3,24.0,1.0,3,30,15104,022-2
6140,5,6.0,1.0,5,50,15105,118-2
44410,4,6.0,2.0,5,28,15106,197-A
42182,2,6.0,2.0,5,35,15108,143-3
29130,2,6.0,2.0,5,29,15110,027-2
55764,1,2.0,2.0,3,31,15111,055-6
55390,3,33.0,1.0,5,29,15113,119-0
62826,4,6.0,2.0,5,41,15114,020-2
29000,1,6.0,1.0,3,29,15116,090-8
62039,1,6.0,1.0,3,50,15117,133-A
9910,2,6.0,1.0,2,34,15118,389-7
91726,4,24.0,1.0,5,34,15119,223-3
9640,3,5.0,1.0,5,28,15120,325-7
54680,4,22.0,2.0,2,57,15121,003-6
39715,2,20.0,2.0,5,36,15122,505-4
9260,5,6.0,1.0,5,32,15123,127-A
10400,2,9.0,2.0,3,33,15125,018-A
7480,2,2.0,1.0,5,29,15126,189-6
45405,3,20.0,1.0,2,72,15128,070-0
56330,2,5.0,1.0,3,29,15130,003-7
62737,4,1.0,2.0,5,34,15131,067-8
29070,3,9.0,2.0,5,33,15133,178-5
7090,3,6.0,1.0,5,35,15135,265-9
39390,3,4.0,2.0,5,34,15136,049-6
5260,4,6.0,1.0,5,27,15138,030-1
54915,4,6.0,2.0,3,44,15140,061-4
61420,4,9.0,2.0,5,43,15141,007-9
6220,4,6.0,1.0,3,70,15142,011-2
56615,1,2.0,1.0,4,30,15143,102-7
32668,4,8.0,1.0,5,33,15144,332-1
58337,4,1.0,2.0,5,51,15145,384-7
7230,3,6.0,1.0,5,28,15146,017-3
29130,2,6.0,1.0,5,38,15148,024-9
54954,1,6.0,2.0,2,31,15149,085-A
40880,3,9.0,2.0,5,33,15150,081-4
88703,4,20.0,1.0,5,63,15151,352-A
14650,3,6.0,1.0,1,62,15152,224-4
40930,3,6.0,2.0,5,42,15153,080-6
62767,2,6.0,2.0,5,44,15154,046-6
56620,1,4.0,1.0,5,29,15156,101-9
39700,3,1.0,2.0,5,39,15157,557-1
55765,3,13.0,1.0,5,39,15158,109-4
91808,7,6.0,1.0,4,63,15159,053-8
6600,4,5.0,2.0,6,31,15160,095-A
9830,4,37.0,2.0,5,29,15162,383-A
54910,3,6.0,1.0,5,33,15164,182-4
45180,1,2.0,1.0,5,31,15165,537-4
42970,1,6.0,1.0,1,66,15166,002-3
55717,2,29.0,1.0,5,44,15167,084-7
10630,1,38.0,1.0,3,29,15169,057-A
96558,2,6.0,1.0,3,27,15170,045-3
43800,4,2.0,1.0,8,46,15171,022-8
6220,3,8.0,2.0,5,46,15172,002-3
55749,4,32.0,2.0,5,37,15173,084-2
51355,3,6.0,2.0,4,46,15174,068-5
37480,4,6.0,1.0,5,27,15175,249-3
29020,7,2.0,1.0,5,46,15176,123-4
52910,1,6.0,1.0,2,29,15178,128-7
70117,4,2.0,1.0,5,40,15179,006-4
62760,3,5.0,1.0,3,30,15180,016-5
55767,4,2.0,2.0,5,41,15183,097-A
57170,3,40.0,1.0,5,40,15184,020-4
86220,3,9.0,2.0,5,37,15185,023-9
7880,3,6.0,1.0,5,31,15186,219-9
56334,3,6.0,2.0,4,35,15188,125-1
51230,3,35.0,1.0,3,46,15189,009-A
54750,3,26.0,1.0,5,30,15190,035-6
70300,3,20.0,1.0,3,55,15191,024-6
54954,3,6.0,1.0,3,40,15192,085-A
50010,3,9.0,2.0,3,28,15193,325-0
55270,1,2.0,1.0,5,28,15194,128-A
39740,3,6.0,2.0,3,35,15195,247-3
55719,6,2.0,1.0,3,54,15196,042-3
45618,2,6.0,1.0,1,28,15197,209-5
15400,3,32.0,2.0,5,40,15199,030-A
1260,2,6.0,1.0,3,28,15200,146-8
62554,1,6.0,1.0,4,28,15201,023-0
31065,2,6.0,2.0,2,36,15202,878-6
43940,6,43.0,1.0,5,34,15203,010-2
55220,2,5.0,1.0,4,32,15204,090-0
28400,4,32.0,2.0,5,32,15205,025-7
15850,1,20.0,2.0,2,73,15206,141-6
3800,4,2.0,2.0,5,31,15207,034-6
52924,4,6.0,1.0,2,40,15209,073-4
55080,3,6.0,1.0,5,41,15210,019-2
50255,3,6.0,1.0,5,29,15211,226-7
53219,2,26.0,2.0,5,29,15212,059-9
1110,5,2.0,1.0,5,34,15213,207-6
55720,6,4.0,1.0,5,52,15214,021-1
15520,4,2.0,1.0,4,50,15215,035-2
15900,4,2.0,2.0,5,42,15216,144-A
65550,2,5.0,2.0,5,36,15217,009-7
9200,2,2.0,2.0,5,30,15218,104-9
54930,3,6.0,1.0,5,34,15220,022-4
4480,3,2.0,1.0,5,33,15221,177-9
45405,4,6.0,1.0,4,31,15222,020-2
56353,4,9.0,2.0,5,24,15224,075-1
9640,3,2.0,1.0,5,30,15225,325-7
7550,5,5.0,1.0,5,28,15226,168-4
7738,3,6.0,1.0,5,28,15227,071-8
7738,3,5.0,2.0,5,27,15229,071-8
7420,1,5.0,1.0,6,35,15230,102-5
4480,1,2.0,2.0,8,29,15232,177-9
6200,3,2.0,1.0,5,32,15233,053-6
54900,3,6.0,2.0,5,28,15234,035-1
54090,4,2.0,1.0,6,38,15235,221-A
57000,3,6.0,2.0,3,35,15236,053-9
36000,3,6.0,2.0,4,58,15237,014-3
11230,2,32.0,2.0,5,27,15238,009-2
67117,1,6.0,1.0,5,29,15240,243-6
4380,4,2.0,2.0,5,41,15242,068-1
55764,4,6.0,1.0,3,39,15243,055-6
57620,2,6.0,1.0,3,32,15244,089-7
14200,2,26.0,2.0,5,40,15245,086-9
13200,2,6.0,1.0,3,20,15246,127-2
30900,4,13.0,2.0,2,42,15247,023-6
9209,3,6.0,2.0,5,29,15248,465-A
54090,1,6.0,2.0,5,28,15249,185-1
22170,2,24.0,1.0,5,27,15250,599-3
43997,3,6.0,1.0,5,41,15251,036-1
23085,3,6.0,1.0,6,26,15252,408-5
22898,4,6.0,1.0,2,43,15253,792-6
64100,3,1.0,2.0,2,28,15254,485-4
4800,2,6.0,1.0,3,44,15255,134-0
31137,4,1.0,1.0,4,53,15256,536-8
57100,3,6.0,2.0,5,31,15257,194-6
15270,3,5.0,1.0,5,43,15258,039-0
62550,2,1.0,2.0,3,27,15259,106-5
55880,3,9.0,2.0,3,38,15260,017-7
20030,2,5.0,1.0,5,50,15262,037-5
53650,4,6.0,1.0,3,47,15264,208-2
53696,4,6.0,1.0,3,42,15265,226-0
11320,2,6.0,2.0,5,38,15266,048-2
58195,2,6.0,2.0,5,27,15268,478-A
30170,1,9.0,1.0,4,50,15269,010-9
91808,4,4.0,1.0,5,31,15271,309-1
55630,3,6.0,1.0,2,40,15272,052-2
52796,3,24.0,2.0,5,29,15273,065-1
7410,6,9.0,2.0,6,35,15275,268-2
85060,1,6.0,1.0,5,21,15276,101-2
83147,2,6.0,1.0,3,22,15279,503-9
57600,6,13.0,2.0,4,50,15280,091-4
1130,4,6.0,1.0,5,36,15281,008-4
39689,2,1.0,1.0,5,43,15282,343-3
91808,4,34.0,1.0,5,44,15285,243-0
1000,6,2.0,1.0,5,61,15286,120-3
9810,3,8.0,2.0,5,38,15287,136-9
42082,3,9.0,1.0,4,44,15288,210-1
4909,4,4.0,1.0,6,33,15289,148-2
80140,2,24.0,2.0,5,23,15290,659-2
43997,3,9.0,1.0,5,38,15291,036-1
62570,2,6.0,1.0,4,66,15292,042-3
54933,3,6.0,1.0,3,43,15297,119-0
45185,1,1.0,1.0,6,43,15298,430-4
7400,3,26.0,2.0,3,35,15299,130-7
50140,2,2.0,2.0,5,33,15301,212-5
54170,4,5.0,1.0,5,24,15303,110-3
57710,2,6.0,1.0,2,32,15304,098-6
53690,2,6.0,1.0,1,33,15305,255-7
55716,2,6.0,1.0,3,27,15307,016-0
77500,3,24.0,2.0,5,32,15309,064-8
40040,2,26.0,2.0,3,30,15311,124-2
56529,3,9.0,1.0,3,33,15312,090-4
58040,4,33.0,2.0,5,39,15314,207-3
51370,3,6.0,1.0,5,27,15315,071-7
41600,2,9.0,1.0,5,31,15317,017-5
45403,4,5.0,1.0,5,28,15319,144-6
21387,2,6.0,2.0,4,44,15320,566-4
54180,2,6.0,1.0,4,30,15321,191-7
62767,2,6.0,1.0,3,28,15324,048-5
62550,1,6.0,2.0,4,31,15325,106-5
56740,3,5.0,1.0,5,38,15327,017-A
83250,3,9.0,2.0,5,42,15328,297-5
56343,3,2.0,1.0,5,30,15329,061-A
42090,2,8.0,2.0,5,24,15330,141-9
20299,2,9.0,1.0,4,41,15332,296-9
78380,2,6.0,1.0,1,34,15333,375-A
20190,4,9.0,1.0,5,55,15334,155-1
20190,3,9.0,1.0,5,60,15335,074-6
96400,1,20.0,1.0,1,64,15336,007-8
85197,1,6.0,1.0,2,61,15337,119-2
54020,2,2.0,1.0,3,27,15339,152-7
9280,1,26.0,1.0,5,29,15340,130-1
54948,3,6.0,1.0,5,31,15341,202-3
36266,4,5.0,1.0,5,34,15342,069-4
21330,4,6.0,2.0,5,30,15344,280-A
90100,1,2.0,1.0,5,42,15345,053-1
70630,4,32.0,1.0,5,41,15347,026-2
55520,2,6.0,1.0,3,29,15348,365-7
54960,3,24.0,1.0,2,47,15349,022-7
58330,3,5.0,1.0,5,45,15350,330-0
55885,4,6.0,1.0,4,54,15351,006-9
7230,3,13.0,1.0,5,33,15352,017-3
60190,2,9.0,1.0,4,49,15353,158-4
54189,2,6.0,2.0,3,52,15354,125-A
53717,4,5.0,1.0,5,41,15355,241-5
55060,2,5.0,2.0,5,41,15356,462-1
16800,1,6.0,1.0,2,46,15357,059-9
4310,2,6.0,2.0,6,37,15358,026-8
34166,1,6.0,2.0,5,36,15359,599-5
6400,3,4.0,1.0,5,30,15361,049-A
50400,2,6.0,1.0,3,27,15363,021-6
39390,1,9.0,2.0,3,31,15364,049-6
66359,3,1.0,1.0,2,43,15366,103-0
92830,5,6.0,1.0,3,36,15367,119-6
9200,2,20.0,1.0,4,62,15368,105-3
52120,2,27.0,1.0,3,27,15369,349-6
62553,3,6.0,1.0,5,33,15371,119-2
9860,2,9.0,2.0,5,35,15372,197-5
53714,3,2.0,1.0,3,27,15374,186-4
52140,3,6.0,1.0,5,31,15376,071-8
45189,4,26.0,2.0,5,69,15377,212-A
1710,2,6.0,2.0,5,53,15378,096-8
55885,2,32.0,1.0,5,32,15379,006-9
61100,2,9.0,2.0,5,39,15381,018-A
85000,4,1.0,1.0,5,53,15383,068-8
54930,2,1.0,2.0,2,36,15384,117-1
70110,2,2.0,1.0,5,27,15385,027-2
31075,3,2.0,1.0,6,42,15386,717-1
73880,2,6.0,1.0,4,30,15387,027-0
7310,3,4.0,1.0,5,31,15388,283-7
55010,4,6.0,1.0,5,35,15389,445-8
7580,4,6.0,1.0,5,28,15390,190-9
21395,4,1.0,1.0,3,36,15391,569-8
50060,3,32.0,2.0,6,28,15392,039-8
62230,4,2.0,2.0,8,28,15395,055-8
53490,2,2.0,1.0,5,36,15396,152-5
84094,4,1.0,2.0,5,36,15397,132-0
64460,1,6.0,1.0,5,34,15398,075-8
85850,3,6.0,1.0,4,54,15399,053-7
53809,4,6.0,2.0,5,25,15401,161-4
90500,3,9.0,2.0,2,36,15402,028-0
56623,4,5.0,1.0,4,29,15403,197-9
10900,3,6.0,2.0,4,40,15404,034-9
56030,2,6.0,1.0,3,31,15405,010-1
76220,4,2.0,1.0,5,35,15406,331-2
55269,3,25.0,1.0,3,32,15407,180-5
7800,4,2.0,2.0,5,35,15408,127-5
7450,3,6.0,2.0,5,38,15409,340-7
55540,3,6.0,2.0,5,29,15411,353-4
54800,1,6.0,1.0,5,28,15412,008-5
55070,4,6.0,2.0,6,29,15413,157-6
8000,6,26.0,1.0,5,27,15414,072-A
7510,4,6.0,2.0,5,33,15415,314-4
55240,4,6.0,1.0,4,30,15416,093-4
7330,3,6.0,1.0,5,32,15417,055-9
29940,2,2.0,1.0,3,34,15418,038-6
1080,2,6.0,2.0,2,55,15420,119-0
81290,2,33.0,2.0,3,28,15422,353-4
7580,6,8.0,1.0,3,35,15423,190-9
62740,4,2.0,1.0,5,33,15424,059-9
44440,4,6.0,1.0,2,37,15425,258-8
8100,1,6.0,1.0,5,29,15426,117-9
56619,2,6.0,2.0,5,35,15427,068-8
55066,3,6.0,2.0,3,30,15428,244-7
7164,4,6.0,1.0,4,28,15429,297-9
37530,3,6.0,2.0,5,38,15430,466-3
54160,3,6.0,1.0,5,27,15431,196-A
45406,4,6.0,1.0,5,32,15433,129-1
1296,4,6.0,2.0,5,31,15434,156-1
54470,2,6.0,2.0,3,36,15435,019-A
68274,4,6.0,2.0,5,29,15436,134-4
32380,7,20.0,1.0,3,66,15437,073-6
9900,1,6.0,2.0,3,42,15438,215-5
57000,4,6.0,1.0,4,39,15439,058-1
51700,2,36.0,2.0,5,27,15440,008-3
43629,2,6.0,1.0,2,27,15441,106-9
22235,3,24.0,2.0,5,30,15442,720-3
54070,3,5.0,1.0,5,28,15443,064-1
62586,2,2.0,1.0,4,45,15444,045-8
47600,3,6.0,1.0,5,34,15445,008-8
50200,3,5.0,2.0,5,27,15446,358-5
29090,2,2.0,2.0,4,48,15447,181-7
55270,3,26.0,2.0,5,29,15448,115-2
54020,2,6.0,1.0,5,31,15451,152-7
10340,2,6.0,2.0,2,39,15452,013-7
37330,4,2.0,2.0,4,30,15453,160-1
4390,1,6.0,1.0,3,29,15454,066-2
68000,2,1.0,2.0,3,40,15455,093-3
70370,6,6.0,1.0,3,54,15456,009-4
62748,1,6.0,1.0,5,32,15457,102-7
53660,1,20.0,1.0,5,68,15458,032-A
3100,4,21.0,2.0,6,33,15459,041-6
55270,2,9.0,2.0,3,31,15462,115-2
39022,3,9.0,2.0,5,36,15463,217-3
62785,4,2.0,1.0,6,34,15464,021-4
54475,4,32.0,1.0,5,35,15465,044-8
62744,4,6.0,2.0,5,29,15466,038-7
72495,3,6.0,1.0,4,32,15467,593-0
53427,4,24.0,2.0,5,27,15468,175-6
83550,5,2.0,2.0,5,37,15469,217-0
43800,1,6.0,2.0,5,28,15470,022-8
50100,2,6.0,2.0,4,29,15471,376-3
57460,2,6.0,2.0,3,32,15472,145-2
82198,4,9.0,2.0,5,36,15473,313-3
6720,4,4.0,1.0,5,33,15474,139-4
76138,4,6.0,1.0,5,28,15475,180-A
22785,2,6.0,1.0,3,25,15476,190-8
57000,2,24.0,1.0,5,40,15481,058-1
11850,6,6.0,2.0,6,41,15482,116-0
55600,3,2.0,1.0,3,33,15483,053-7
62577,6,4.0,1.0,5,68,15485,058-4
9830,4,38.0,1.0,4,27,15487,377-4
83114,2,26.0,2.0,5,28,15489,672-8
91194,5,1.0,2.0,5,36,15490,164-1
29050,3,6.0,2.0,5,29,15491,214-3
44450,6,24.0,1.0,4,46,15492,187-6
25115,3,6.0,2.0,3,34,15493,540-8
37358,2,6.0,2.0,5,46,15495,531-8
60760,2,9.0,1.0,3,39,15497,015-5
9960,4,43.0,1.0,5,44,15498,542-7
70650,4,6.0,2.0,5,26,15499,080-7
55280,4,4.0,1.0,5,34,15500,196-6
91634,2,1.0,1.0,5,26,15501,030-7
2710,3,6.0,1.0,2,41,15503,107-6
66490,2,2.0,1.0,2,48,15504,126-7
52000,3,6.0,1.0,5,33,15505,027-5
38020,6,20.0,2.0,5,51,15507,119-2
54469,3,29.0,1.0,3,44,15508,040-A
1400,2,6.0,1.0,3,27,15509,236-2
44870,3,6.0,1.0,5,31,15512,262-4
7420,2,5.0,1.0,5,28,15513,102-5
43860,4,6.0,2.0,5,29,15514,012-1
29047,1,6.0,1.0,5,32,15515,073-4
24110,5,5.0,1.0,5,29,15516,109-A
7330,4,2.0,2.0,3,74,15517,056-3
55040,2,6.0,2.0,5,28,15518,009-9
9280,2,1.0,2.0,5,27,15519,130-1
54430,3,4.0,2.0,6,28,15520,041-4
22234,3,6.0,2.0,2,27,15522,567-3
50920,2,6.0,1.0,5,28,15523,043-1
64109,2,2.0,1.0,5,33,15524,401-7
95700,3,11.0,1.0,3,45,15525,017-5
43930,3,5.0,2.0,3,50,15527,004-5
43940,1,2.0,2.0,3,27,15528,005-1
9410,2,6.0,1.0,3,34,15530,245-6
55540,3,6.0,1.0,3,35,15531,353-4
30900,4,13.0,2.0,3,46,15532,023-6
62556,2,1.0,1.0,5,29,15533,069-2
32600,2,20.0,1.0,3,72,15534,276-6
93250,4,9.0,2.0,5,46,15535,071-3
62553,3,5.0,2.0,3,28,15536,119-2
56334,4,6.0,1.0,3,36,15537,094-4
22215,2,5.0,1.0,4,27,15538,583-2
41100,3,6.0,1.0,3,63,15539,074-8
51360,4,6.0,1.0,5,33,15540,060-9
6300,3,5.0,1.0,5,28,15541,063-A
91020,3,6.0,1.0,3,44,15542,110-5
40400,3,9.0,2.0,5,32,15543,077-0
4100,4,28.0,1.0,5,28,15545,004-1
55040,3,4.0,1.0,5,30,15546,009-9
52915,3,2.0,1.0,4,29,15547,138-0
73200,3,6.0,2.0,6,32,15548,006-4
55765,2,2.0,2.0,4,43,15549,109-4
55010,1,6.0,1.0,3,33,15550,445-8
43629,3,6.0,1.0,2,51,15552,041-2
54170,3,13.0,2.0,5,50,15554,112-2
54170,2,9.0,2.0,2,35,15555,226-2
16034,3,6.0,1.0,5,24,15557,138-5
15610,3,6.0,1.0,5,29,15558,088-4
8500,2,6.0,1.0,2,28,15560,018-5
54933,3,6.0,1.0,5,27,15561,119-0
91809,4,6.0,2.0,5,35,15562,293-9
62250,1,5.0,2.0,3,46,15564,016-8
55730,4,6.0,2.0,4,57,15565,067-3
31136,4,6.0,1.0,4,28,15566,617-3
68140,4,9.0,1.0,5,33,15567,132-5
72160,4,1.0,2.0,5,28,15568,366-7
50010,3,6.0,1.0,4,31,15569,325-0
55764,4,9.0,1.0,3,41,15570,055-6
39422,2,6.0,1.0,2,49,15571,569-4
54040,4,9.0,1.0,3,51,15572,051-4
9180,2,13.0,1.0,4,32,15573,249-4
63737,1,20.0,2.0,1,62,15574,033-8
62555,2,6.0,1.0,2,28,15576,097-4
55965,2,7.0,1.0,1,45,15577,027-6
45609,1,7.0,1.0,2,42,15578,255-5
84000,3,6.0,1.0,5,33,15579,024-8
37480,4,6.0,1.0,3,32,15580,249-3
9890,2,6.0,1.0,3,31,15581,444-8
30350,4,6.0,1.0,5,30,15582,013-0
50040,2,25.0,2.0,4,28,15584,210-6
20299,3,24.0,1.0,5,27,15585,398-6
55767,2,6.0,2.0,3,33,15586,097-A
10369,2,24.0,2.0,5,30,15587,058-4
55885,2,9.0,1.0,3,46,15588,006-9
14040,7,4.0,2.0,5,36,15589,018-2
54763,3,27.0,2.0,3,30,15590,120-8
45653,2,6.0,1.0,2,27,15591,208-3
86570,4,32.0,1.0,6,51,15593,123-3
86019,2,6.0,1.0,4,27,15595,227-4
50080,2,6.0,1.0,2,26,15596,043-4
88790,2,6.0,1.0,3,26,15598,392-4
67140,2,20.0,1.0,3,48,15599,152-7
42840,4,2.0,1.0,5,33,15600,091-3
96470,4,6.0,1.0,8,30,15601,113-1
76806,6,29.0,1.0,3,40,15602,132-5
